card_id	german	tatoeba_attribution
x27336	Inka	CC-BY 2.0 (France) Attribution: tatoeba.org #65769 (CK) & #2385222 (Vortarulo)
x27337	scheuern	CC-BY 2.0 (France) Attribution: tatoeba.org #2439723 (Hybrid) & #5862576 (Pfirsichbaeumchen)
x27338	Spaltung	CC-BY 2.0 (France) Attribution: tatoeba.org #10367067 (shekitten) & #12975014 (Yorwba)
x27339	Meeresspiegel	CC-BY 2.0 (France) Attribution: tatoeba.org #5397255 (Hybrid) & #6167012 (Pfirsichbaeumchen)
x27340	Eierkuchen	CC-BY 2.0 (France) Attribution: tatoeba.org #2112 (CK) & #788285 (Vortarulo)
x27341	Lauffeuer	CC-BY 2.0 (France) Attribution: tatoeba.org #50118 (CM) & #1357096 (PeterR)
x27342	Windbeutel	CC-BY 2.0 (France) Attribution: tatoeba.org #53031 (CK) & #802035 (Manfredo)
x27343	Scheibenwischer	CC-BY 2.0 (France) Attribution: tatoeba.org #8991760 (CK) & #8992803 (Pfirsichbaeumchen)
x27344	Bohrmaschine	CC-BY 2.0 (France) Attribution: tatoeba.org #12256099 (sundown) & #13560548 (mhr)
x27345	Hochwasser	CC-BY 2.0 (France) Attribution: tatoeba.org #800269 (CM) & #3359874 (Pfirsichbaeumchen)
x27346	Konsistenz	CC-BY 2.0 (France) Attribution: tatoeba.org #9755974 (Hybrid) & #11760793 (Yorwba)
x27347	Trott	CC-BY 2.0 (France) Attribution: tatoeba.org #1209524 (CM) & #5702351 (Pfirsichbaeumchen)
x27348	zurückschreiben	CC-BY 2.0 (France) Attribution: tatoeba.org #5958423 (CK) & #8457877 (Luiaard)
x27349	Schopf	CC-BY 2.0 (France) Attribution: tatoeba.org #20488 (CK) & #1695062 (Pfirsichbaeumchen)
x27350	überblicken	CC-BY 2.0 (France) Attribution: tatoeba.org #2268922 (_undertoad) & #5309567 (Pfirsichbaeumchen)
x27351	Emission	CC-BY 2.0 (France) Attribution: tatoeba.org #10540293 (sundown) & #9825533 (Yorwba)
x27352	Tennisball	CC-BY 2.0 (France) Attribution: tatoeba.org #12228749 (CK) & #12686109 (Waldelfe)
x27353	steinern	CC-BY 2.0 (France) Attribution: tatoeba.org #9476167 (sundown) & #3571485 (al_ex_an_der)
x27354	Bassist	CC-BY 2.0 (France) Attribution: tatoeba.org #10910258 (sundown) & #518752 (MUIRIEL)
x27355	angelegt	CC-BY 2.0 (France) Attribution: tatoeba.org #6902503 (Hybrid) & #7078146 (Pfirsichbaeumchen)
x27356	erlesen	CC-BY 2.0 (France) Attribution: tatoeba.org #55572 (CM) & #754756 (Pfirsichbaeumchen)
x27357	Präsidentschaftskandidat	CC-BY 2.0 (France) Attribution: tatoeba.org #1538284 (JimBreen) & #1538287 (al_ex_an_der)
x27358	nennenswert	CC-BY 2.0 (France) Attribution: tatoeba.org #3309210 (CK) & #13720465 (Waldelfe)
x27359	Umweltschützer	CC-BY 2.0 (France) Attribution: tatoeba.org #11905735 (CK) & #12570701 (Waldelfe)
x27360	erstaunlicherweise	CC-BY 2.0 (France) Attribution: tatoeba.org #318625 (CM) & #1725581 (Zaghawa)
x27361	Halbjahr	CC-BY 2.0 (France) Attribution: tatoeba.org #17019 (Zifre) & #1176078 (Vortarulo)
x27362	Bildnis	CC-BY 2.0 (France) Attribution: tatoeba.org #1976539 (Amastan) & #1976750 (al_ex_an_der)
x27363	Ansporn	CC-BY 2.0 (France) Attribution: tatoeba.org #1664092 (Spamster) & #1697647 (Pfirsichbaeumchen)
x27364	informativ	CC-BY 2.0 (France) Attribution: tatoeba.org #4500252 (CK) & #7057397 (quicksanddiver)
x27365	missen	CC-BY 2.0 (France) Attribution: tatoeba.org #530034 (wma) & #1202 (MUIRIEL)
x27366	Anleger	CC-BY 2.0 (France) Attribution: tatoeba.org #279682 (CK) & #11755560 (Yorwba)
x27367	Besenstiel	CC-BY 2.0 (France) Attribution: tatoeba.org #7367359 (Hybrid) & #10078413 (Pfirsichbaeumchen)
x27368	Schärpe	CC-BY 2.0 (France) Attribution: tatoeba.org #2258553 (_undertoad) & #2369731 (Pfirsichbaeumchen)
x27369	Router	CC-BY 2.0 (France) Attribution: tatoeba.org #10003121 (Nylez) & #12310272 (Yorwba)
x27370	Faxgerät	CC-BY 2.0 (France) Attribution: tatoeba.org #57698 (CN) & #2722566 (Tamy)
x27371	Aussichtspunkt	CC-BY 2.0 (France) Attribution: tatoeba.org #6030421 (Chrikaru) & #10503905 (MisterTrouser)
x27372	behaglich	CC-BY 2.0 (France) Attribution: tatoeba.org #44208 (CK) & #2446246 (Tamy)
x27373	Oberschule	CC-BY 2.0 (France) Attribution: tatoeba.org #313213 (CK) & #446600 (Pfirsichbaeumchen)
x27374	Klimawandel	CC-BY 2.0 (France) Attribution: tatoeba.org #7523559 (Hybrid) & #13442419 (mhr)
x27375	Ostwind	CC-BY 2.0 (France) Attribution: tatoeba.org #44581 (CM) & #1900561 (Tamy)
x27376	Symposium	CC-BY 2.0 (France) Attribution: tatoeba.org #2548422 (CK) & #10180926 (Yorwba)
x27377	Funke	CC-BY 2.0 (France) Attribution: tatoeba.org #7805889 (AlanF_US) & #10704617 (Yorwba)
x27378	Gesundheitswesen	CC-BY 2.0 (France) Attribution: tatoeba.org #909568 (CK) & #5763620 (Pfirsichbaeumchen)
x27379	Thronfolge	CC-BY 2.0 (France) Attribution: tatoeba.org #727118 (darinmex) & #5464517 (Pfirsichbaeumchen)
x27380	Unterhemd	CC-BY 2.0 (France) Attribution: tatoeba.org #25357 (CK) & #4095750 (raggione)
x27381	Kochtopf	CC-BY 2.0 (France) Attribution: tatoeba.org #9444365 (sundown) & #6316828 (raggione)
x27382	Nebenrolle	CC-BY 2.0 (France) Attribution: tatoeba.org #290735 (CM) & #410558 (xtofu80)
x27383	ätzend	CC-BY 2.0 (France) Attribution: tatoeba.org #10613197 (AlanF_US) & #12703785 (Yorwba)
x27384	Silberkugel	CC-BY 2.0 (France) Attribution: tatoeba.org #560959 (kebukebu) & #739907 (Manfredo)
x27385	anstehend	CC-BY 2.0 (France) Attribution: tatoeba.org #1495451 (marshmallowcat) & #12824914 (Yorwba)
x27386	Tellerrand	CC-BY 2.0 (France) Attribution: tatoeba.org #2160873 (Hybrid) & #2189765 (Pfirsichbaeumchen)
x27387	skaten	CC-BY 2.0 (France) Attribution: tatoeba.org #70016 (CK) & #579213 (kroko)
x27388	strapazieren	CC-BY 2.0 (France) Attribution: tatoeba.org #681098 (Source_VOA) & #1527791 (Pfirsichbaeumchen)
x27389	Ofen	CC-BY 2.0 (France) Attribution: tatoeba.org #7682553 (abadf) & #7703818 (raggione)
x27390	Flexibilität	CC-BY 2.0 (France) Attribution: tatoeba.org #2716465 (Dejo) & #743948 (xtofu80)
x27391	Weltbevölkerung	CC-BY 2.0 (France) Attribution: tatoeba.org #2221205 (Hybrid) & #11572504 (Pfirsichbaeumchen)
x27392	Holzkohle	CC-BY 2.0 (France) Attribution: tatoeba.org #10119537 (sundown) & #1432821 (al_ex_an_der)
x27393	löffeln	CC-BY 2.0 (France) Attribution: tatoeba.org #10363690 (CK) & #12603817 (Waldelfe)
x27394	Plattenladen	CC-BY 2.0 (France) Attribution: tatoeba.org #302416 (CK) & #6668843 (Pfirsichbaeumchen)
x27395	bummeln	CC-BY 2.0 (France) Attribution: tatoeba.org #9475893 (CK) & #7361635 (MisterTrouser)
x27396	Unwahrheit	CC-BY 2.0 (France) Attribution: tatoeba.org #2639694 (CK) & #2770902 (Pfirsichbaeumchen)
x27397	reformieren	CC-BY 2.0 (France) Attribution: tatoeba.org #5728936 (CM) & #12582363 (Naina)
x27398	Zinssatz	CC-BY 2.0 (France) Attribution: tatoeba.org #320230 (CM) & #404089 (xtofu80)
x27399	Astrologe	CC-BY 2.0 (France) Attribution: tatoeba.org #8809775 (CK) & #8810672 (Pfirsichbaeumchen)
x27400	Kuscheltier	CC-BY 2.0 (France) Attribution: tatoeba.org #1669983 (Spamster) & #1670024 (Pfirsichbaeumchen)
x27401	Kalkulation	CC-BY 2.0 (France) Attribution: tatoeba.org #682016 (Source_VOA) & #748832 (Zaghawa)
x27402	angesagt	CC-BY 2.0 (France) Attribution: tatoeba.org #7043190 (Hybrid) & #7924591 (Pfirsichbaeumchen)
x27403	Schmerzensgeld	CC-BY 2.0 (France) Attribution: tatoeba.org #294664 (Shiawase) & #952452 (Sudajaengi)
x27404	Kaffeekanne	CC-BY 2.0 (France) Attribution: tatoeba.org #1710456 (Amastan) & #1712188 (Pfirsichbaeumchen)
x27405	Halter	CC-BY 2.0 (France) Attribution: tatoeba.org #267545 (CK) & #2924924 (Pfirsichbaeumchen)
x27406	Subvention	CC-BY 2.0 (France) Attribution: tatoeba.org #8906053 (The_World_Factbook) & #12349962 (Yorwba)
x27407	Haaransatz	CC-BY 2.0 (France) Attribution: tatoeba.org #6059347 (Hybrid) & #6059571 (Pfirsichbaeumchen)
x27408	verschulden	CC-BY 2.0 (France) Attribution: tatoeba.org #258419 (CM) & #560618 (cost)
x27409	Akustik	CC-BY 2.0 (France) Attribution: tatoeba.org #8946799 (sundown) & #8629172 (Melang)
x27410	Küchenmesser	CC-BY 2.0 (France) Attribution: tatoeba.org #2387443 (CK) & #12411804 (Waldelfe)
x27411	Fußnagel	CC-BY 2.0 (France) Attribution: tatoeba.org #2327527 (Hybrid) & #2329842 (Pfirsichbaeumchen)
x27412	Piratenschiff	CC-BY 2.0 (France) Attribution: tatoeba.org #12137582 (sundown) & #1964193 (Pfirsichbaeumchen)
x27413	Botanik	CC-BY 2.0 (France) Attribution: tatoeba.org #4098157 (CK) & #4109091 (Pfirsichbaeumchen)
x27414	vollends	CC-BY 2.0 (France) Attribution: tatoeba.org #9309004 (CK) & #9311005 (Pfirsichbaeumchen)
x27415	Patin	CC-BY 2.0 (France) Attribution: tatoeba.org #981804 (CK) & #1323286 (samueldora)
x27416	Sinfonie	CC-BY 2.0 (France) Attribution: tatoeba.org #2751001 (sharptoothed) & #12678625 (mayabe)
x27417	Geburtstagstorte	CC-BY 2.0 (France) Attribution: tatoeba.org #5362874 (Hybrid) & #13424883 (Vortarulo)
x27418	Atmen	CC-BY 2.0 (France) Attribution: tatoeba.org #318303 (CM) & #1634441 (al_ex_an_der)
x27419	zurücklaufen	CC-BY 2.0 (France) Attribution: tatoeba.org #8891825 (CK) & #8898403 (mramosch)
x27420	pellen	CC-BY 2.0 (France) Attribution: tatoeba.org #10230847 (sundown) & #8764987 (Pfirsichbaeumchen)
x27421	Illustration	CC-BY 2.0 (France) Attribution: tatoeba.org #27182 (jakov) & #931756 (jakov)
x27422	heften	CC-BY 2.0 (France) Attribution: tatoeba.org #295691 (CS) & #519721 (xtofu80)
x27423	Privatperson	CC-BY 2.0 (France) Attribution: tatoeba.org #5166544 (CK) & #5167720 (Pfirsichbaeumchen)
x27424	balancieren	CC-BY 2.0 (France) Attribution: tatoeba.org #318199 (kebukebu) & #438645 (xtofu80)
x27425	tapezieren	CC-BY 2.0 (France) Attribution: tatoeba.org #10371710 (sundown) & #10360214 (Pfirsichbaeumchen)
x27426	Herzkrankheit	CC-BY 2.0 (France) Attribution: tatoeba.org #269007 (CM) & #8596376 (Yorwba)
x27427	Ammenmärchen	CC-BY 2.0 (France) Attribution: tatoeba.org #2724234 (Hybrid) & #6967187 (Pfirsichbaeumchen)
x27428	Urzeit	CC-BY 2.0 (France) Attribution: tatoeba.org #57211 (CM) & #2462789 (Pfirsichbaeumchen)
x27429	Frontlinie	CC-BY 2.0 (France) Attribution: tatoeba.org #45617 (CM) & #1959629 (Tamy)
x27430	Zwist	CC-BY 2.0 (France) Attribution: tatoeba.org #309571 (CM) & #12337501 (Yorwba)
x27431	ausharren	CC-BY 2.0 (France) Attribution: tatoeba.org #2012905 (CK) & #6777323 (list)
x27432	Vortag	CC-BY 2.0 (France) Attribution: tatoeba.org #259124 (CK) & #2980021 (pne)
x27433	abberufen	CC-BY 2.0 (France) Attribution: tatoeba.org #2959173 (sharptoothed) & #11881441 (Naina)
x27434	Widrigkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #2266289 (_undertoad) & #2306975 (Pfirsichbaeumchen)
x27435	Grabmal	CC-BY 2.0 (France) Attribution: tatoeba.org #46054 (CK) & #2510408 (Tamy)
x27436	schnurstracks	CC-BY 2.0 (France) Attribution: tatoeba.org #297018 (CS) & #736686 (Manfredo)
x27437	Fischer	CC-BY 2.0 (France) Attribution: tatoeba.org #7931473 (shekitten) & #12386214 (mhr)
x27438	Quälgeist	CC-BY 2.0 (France) Attribution: tatoeba.org #3815803 (CM) & #3815806 (Tickler)
x27439	Gräte	CC-BY 2.0 (France) Attribution: tatoeba.org #1391483 (niceguydave) & #651305 (kolonjano)
x27440	verplappern	CC-BY 2.0 (France) Attribution: tatoeba.org #246356 (CM) & #1773000 (al_ex_an_der)
x27441	bürsten	CC-BY 2.0 (France) Attribution: tatoeba.org #3434106 (CK) & #9085433 (Pfirsichbaeumchen)
x27442	Regung	CC-BY 2.0 (France) Attribution: tatoeba.org #2259074 (_undertoad) & #2357755 (Pfirsichbaeumchen)
x27443	Autist	CC-BY 2.0 (France) Attribution: tatoeba.org #1864516 (Spamster) & #1864836 (Pfirsichbaeumchen)
x27444	ausgedehnt	CC-BY 2.0 (France) Attribution: tatoeba.org #48569 (CK) & #3813128 (Tickler)
x27445	Taschenuhr	CC-BY 2.0 (France) Attribution: tatoeba.org #1265507 (Jefepeters) & #5458179 (Pfirsichbaeumchen)
x27446	heuer	CC-BY 2.0 (France) Attribution: tatoeba.org #49236 (CK) & #1008030 (Sudajaengi)
x27447	Selbstmordattentäter	CC-BY 2.0 (France) Attribution: tatoeba.org #2583408 (CK) & #2884329 (Pfirsichbaeumchen)
x27448	Falafel	CC-BY 2.0 (France) Attribution: tatoeba.org #5388188 (Hybrid) & #11137413 (Pfirsichbaeumchen)
x27449	Bergarbeiter	CC-BY 2.0 (France) Attribution: tatoeba.org #5860534 (CK) & #12377339 (mayabe)
x27450	Ziegenkäse	CC-BY 2.0 (France) Attribution: tatoeba.org #6459866 (Eccles17) & #7534731 (Pfirsichbaeumchen)
x27451	bewunderten	CC-BY 2.0 (France) Attribution: tatoeba.org #5304017 (AlanF_US) & #593049 (Manfredo)
x27452	Firmenwagen	CC-BY 2.0 (France) Attribution: tatoeba.org #3183594 (CK) & #3425319 (Trinkschokolade)
x27453	Epileptiker	CC-BY 2.0 (France) Attribution: tatoeba.org #2800601 (robbieheslop) & #5603212 (Vortarulo)
x27454	Blitzlicht	CC-BY 2.0 (France) Attribution: tatoeba.org #8340433 (CK) & #10031840 (Melang)
x27455	flimmern	CC-BY 2.0 (France) Attribution: tatoeba.org #3961549 (Hybrid) & #8286336 (Pfirsichbaeumchen)
x27456	herablassen	CC-BY 2.0 (France) Attribution: tatoeba.org #340461 (tinacalysto) & #835 (MUIRIEL)
x27457	Kinderlied	CC-BY 2.0 (France) Attribution: tatoeba.org #10068593 (sundown) & #10056277 (Pfirsichbaeumchen)
x27458	Lauf	CC-BY 2.0 (France) Attribution: tatoeba.org #960184 (Sonoriuxo) & #13433109 (Waldelfe)
x27459	Placebo	CC-BY 2.0 (France) Attribution: tatoeba.org #1453226 (Spamster) & #7664743 (Pfirsichbaeumchen)
x27460	Kieselstein	CC-BY 2.0 (France) Attribution: tatoeba.org #315226 (kebukebu) & #406797 (xtofu80)
x27461	schellen	CC-BY 2.0 (France) Attribution: tatoeba.org #268269 (CK) & #1545881 (al_ex_an_der)
x27462	Erdgas	CC-BY 2.0 (France) Attribution: tatoeba.org #681036 (Source_VOA) & #1199487 (Espi)
x27463	Grillparty	CC-BY 2.0 (France) Attribution: tatoeba.org #1474233 (CK) & #3420261 (raggione)
x27464	Sanduhr	CC-BY 2.0 (France) Attribution: tatoeba.org #1172825 (CM) & #1808370 (Esperantostern)
x27465	Arbeitstier	CC-BY 2.0 (France) Attribution: tatoeba.org #6267036 (CK) & #8819208 (Pfirsichbaeumchen)
x27466	Hilflosigkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #22653 (CM) & #701236 (Manfredo)
x27467	Bewusstlosigkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #1740852 (Spamster) & #1743592 (Pfirsichbaeumchen)
x27468	gärtnern	CC-BY 2.0 (France) Attribution: tatoeba.org #251721 (CK) & #782474 (Hans_Adler)
x27469	gackern	CC-BY 2.0 (France) Attribution: tatoeba.org #9496571 (shekitten) & #9496178 (Esperantostern)
x27470	Perfektionist	CC-BY 2.0 (France) Attribution: tatoeba.org #2683157 (CH) & #2682630 (al_ex_an_der)
x27471	Verleih	CC-BY 2.0 (France) Attribution: tatoeba.org #18554 (Zifre) & #1986726 (Alois)
x27472	Frühaufsteher	CC-BY 2.0 (France) Attribution: tatoeba.org #2205972 (freddy1) & #2116233 (freddy1)
x27473	Kompost	CC-BY 2.0 (France) Attribution: tatoeba.org #2403692 (morgyn) & #8307079 (dasbeispielholz)
x27474	Ermutigung	CC-BY 2.0 (France) Attribution: tatoeba.org #317487 (CM) & #379904 (xtofu80)
x27475	frittiert	CC-BY 2.0 (France) Attribution: tatoeba.org #324822 (CM) & #771851 (Esperantostern)
x27476	Hooligan	CC-BY 2.0 (France) Attribution: tatoeba.org #10959297 (CM) & #12401588 (Naina)
x27477	Betrüger	CC-BY 2.0 (France) Attribution: tatoeba.org #12263809 (CK) & #12263834 (brauchinet)
x27478	übertreten	CC-BY 2.0 (France) Attribution: tatoeba.org #20231 (Eldad) & #396684 (xtofu80)
x27479	Amsel	CC-BY 2.0 (France) Attribution: tatoeba.org #9096828 (sundown) & #8804679 (Melang)
x27480	Ausstellungsstück	CC-BY 2.0 (France) Attribution: tatoeba.org #2571511 (sharptoothed) & #5821830 (dasbeispielholz)
x27481	Funktionär	CC-BY 2.0 (France) Attribution: tatoeba.org #681630 (Source_VOA) & #764920 (al_ex_an_der)
x27482	schneeweiß	CC-BY 2.0 (France) Attribution: tatoeba.org #3074347 (ulymarrero) & #3074920 (faehrmann)
x27483	Schneepflug	CC-BY 2.0 (France) Attribution: tatoeba.org #4853395 (Hybrid) & #4867134 (Pfirsichbaeumchen)
x27484	erbeten	CC-BY 2.0 (France) Attribution: tatoeba.org #6767353 (CK) & #6767559 (Esperantostern)
x27485	Abo	CC-BY 2.0 (France) Attribution: tatoeba.org #436889 (lukaszpp) & #3927909 (Pfirsichbaeumchen)
x27486	Habicht	CC-BY 2.0 (France) Attribution: tatoeba.org #810698 (slomox) & #967303 (Manfredo)
x27487	knospen	CC-BY 2.0 (France) Attribution: tatoeba.org #323661 (CK) & #538100 (xtofu80)
x27488	Wasserbett	CC-BY 2.0 (France) Attribution: tatoeba.org #2777081 (Hybrid) & #2911906 (Pfirsichbaeumchen)
x27489	Beendigung	CC-BY 2.0 (France) Attribution: tatoeba.org #6431705 (CK) & #7418838 (Pfirsichbaeumchen)
x27490	Sojamilch	CC-BY 2.0 (France) Attribution: tatoeba.org #1326959 (Scott) & #1326966 (samueldora)
x27491	umdenken	CC-BY 2.0 (France) Attribution: tatoeba.org #40787 (CK) & #10253501 (Yorwba)
x27492	Fingerhut	CC-BY 2.0 (France) Attribution: tatoeba.org #704397 (azulhana) & #371773 (MUIRIEL)
x27493	Lidschatten	CC-BY 2.0 (France) Attribution: tatoeba.org #6890429 (Eccles17) & #12570174 (Waldelfe)
x27494	Generalschlüssel	CC-BY 2.0 (France) Attribution: tatoeba.org #12157528 (CK) & #12670804 (Waldelfe)
x27495	Einband	CC-BY 2.0 (France) Attribution: tatoeba.org #322083 (CK) & #3387636 (Pfirsichbaeumchen)
x27496	Fachausdruck	CC-BY 2.0 (France) Attribution: tatoeba.org #273164 (CM) & #139519 (MUIRIEL)
x27497	wettmachen	CC-BY 2.0 (France) Attribution: tatoeba.org #2055676 (CK) & #2935284 (al_ex_an_der)
x27498	Kissenbezug	CC-BY 2.0 (France) Attribution: tatoeba.org #3153323 (Vanilla) & #3153332 (Pfirsichbaeumchen)
x27499	Sprachnachricht	CC-BY 2.0 (France) Attribution: tatoeba.org #5481130 (Hybrid) & #11213808 (Pfirsichbaeumchen)
x27500	unlösbar	CC-BY 2.0 (France) Attribution: tatoeba.org #8216140 (CK) & #8220781 (MisterTrouser)
x27501	Kirschblüte	CC-BY 2.0 (France) Attribution: tatoeba.org #263120 (CK) & #2355800 (Zaghawa)
x27502	Masochist	CC-BY 2.0 (France) Attribution: tatoeba.org #1169460 (CM) & #1171448 (Esperantostern)
x27503	Eierschale	CC-BY 2.0 (France) Attribution: tatoeba.org #2259906 (_undertoad) & #2344962 (Pfirsichbaeumchen)
x27504	Keramik	CC-BY 2.0 (France) Attribution: tatoeba.org #279842 (CM) & #392640 (xtofu80)
x27505	Deponie	CC-BY 2.0 (France) Attribution: tatoeba.org #8717576 (foamy) & #8717575 (foamy)
x27506	vergucken	CC-BY 2.0 (France) Attribution: tatoeba.org #3769471 (patgfisher) & #6790202 (Pfirsichbaeumchen)
x27507	unweit	CC-BY 2.0 (France) Attribution: tatoeba.org #12115004 (Kayray) & #12121201 (Pfirsichbaeumchen)
x27508	Psychotherapie	CC-BY 2.0 (France) Attribution: tatoeba.org #1502082 (darinmex) & #1796071 (Tamy)
x27509	Räucherstäbchen	CC-BY 2.0 (France) Attribution: tatoeba.org #2315338 (CK) & #2316987 (Pfirsichbaeumchen)
x27510	Lebenswandel	CC-BY 2.0 (France) Attribution: tatoeba.org #265160 (CM) & #1013902 (Sudajaengi)
x27511	Tierquälerei	CC-BY 2.0 (France) Attribution: tatoeba.org #680055 (Source_VOA) & #757015 (Pfirsichbaeumchen)
x27512	übermannen	CC-BY 2.0 (France) Attribution: tatoeba.org #20323 (CK) & #528237 (kroko)
x27513	widerstreben	CC-BY 2.0 (France) Attribution: tatoeba.org #11129754 (CK) & #9505341 (Pfirsichbaeumchen)
x27514	rosten	CC-BY 2.0 (France) Attribution: tatoeba.org #7807503 (Hybrid) & #10463269 (Pfirsichbaeumchen)
x27515	Schlamperei	CC-BY 2.0 (France) Attribution: tatoeba.org #2276484 (CK) & #11080100 (GaryGaryGary)
x27516	runzeln	CC-BY 2.0 (France) Attribution: tatoeba.org #313033 (CM) & #409893 (xtofu80)
x27517	Empfang	CC-BY 2.0 (France) Attribution: tatoeba.org #238728 (CM) & #360867 (Kerstin)
x27518	Raubvogel	CC-BY 2.0 (France) Attribution: tatoeba.org #8268307 (Adelpa) & #678215 (MUIRIEL)
x27519	ausklinken	CC-BY 2.0 (France) Attribution: tatoeba.org #1442 (CK) & #1729550 (Pfirsichbaeumchen)
x27520	Amöbe	CC-BY 2.0 (France) Attribution: tatoeba.org #2534830 (CM) & #5664779 (Pfirsichbaeumchen)
x27521	Aufstand	CC-BY 2.0 (France) Attribution: tatoeba.org #1538914 (darinmex) & #2686977 (al_ex_an_der)
x27522	lockig	CC-BY 2.0 (France) Attribution: tatoeba.org #6196122 (CK) & #8452885 (Luiaard)
x27523	schwätzen	CC-BY 2.0 (France) Attribution: tatoeba.org #2114 (Zifre) & #905 (MUIRIEL)
x27524	überliefern	CC-BY 2.0 (France) Attribution: tatoeba.org #44146 (CK) & #2437326 (Tamy)
x27525	grasen	CC-BY 2.0 (France) Attribution: tatoeba.org #281887 (CK) & #2229741 (Vortarulo)
x27526	Lauge	CC-BY 2.0 (France) Attribution: tatoeba.org #3530818 (ConqueRRoR) & #4286979 (Tamy)
x27527	durchgehend	CC-BY 2.0 (France) Attribution: tatoeba.org #7954937 (Hybrid) & #7954941 (Pfirsichbaeumchen)
x27528	Hoffnungslosigkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #264440 (CK) & #352589 (MUIRIEL)
x27529	Dickicht	CC-BY 2.0 (France) Attribution: tatoeba.org #10923665 (CM) & #12472497 (Yorwba)
x27530	Zubereitung	CC-BY 2.0 (France) Attribution: tatoeba.org #313652 (CK) & #12088579 (Pfirsichbaeumchen)
x27531	fesselnd	CC-BY 2.0 (France) Attribution: tatoeba.org #7221588 (Hybrid) & #7261120 (Pfirsichbaeumchen)
x27532	Koala	CC-BY 2.0 (France) Attribution: tatoeba.org #520129 (kebukebu) & #13391291 (Vortarulo)
x27533	Libelle	CC-BY 2.0 (France) Attribution: tatoeba.org #278780 (CK) & #644745 (jakov)
x27534	verhunzen	CC-BY 2.0 (France) Attribution: tatoeba.org #2047441 (halfb1t) & #1369557 (User4473)
x27535	afroamerikanisch	CC-BY 2.0 (France) Attribution: tatoeba.org #2209611 (Hybrid) & #2932501 (Pfirsichbaeumchen)
x27536	Schachbrett	CC-BY 2.0 (France) Attribution: tatoeba.org #10263718 (carlosalberto) & #10263918 (Pfirsichbaeumchen)
x27537	Heizkörper	CC-BY 2.0 (France) Attribution: tatoeba.org #244285 (CK) & #12627196 (mayabe)
x27538	Tonart	CC-BY 2.0 (France) Attribution: tatoeba.org #2751001 (sharptoothed) & #12678625 (mayabe)
x27539	umrühren	CC-BY 2.0 (France) Attribution: tatoeba.org #2267773 (_undertoad) & #2292945 (Pfirsichbaeumchen)
x27540	Bademeister	CC-BY 2.0 (France) Attribution: tatoeba.org #246193 (CK) & #10177168 (Yorwba)
x27541	Bronchitis	CC-BY 2.0 (France) Attribution: tatoeba.org #9851376 (NurseMeeks) & #10112572 (driini)
x27542	Quantenphysik	CC-BY 2.0 (France) Attribution: tatoeba.org #669752 (CM) & #3019764 (Pfirsichbaeumchen)
x27543	Leichenstarre	CC-BY 2.0 (France) Attribution: tatoeba.org #1412069 (darinmex) & #3525880 (al_ex_an_der)
x27544	bekleckern	CC-BY 2.0 (France) Attribution: tatoeba.org #300769 (CK) & #735109 (Manfredo)
x27545	Bärenhunger	CC-BY 2.0 (France) Attribution: tatoeba.org #6633639 (Eccles17) & #407659 (xtofu80)
x27546	Verbeugung	CC-BY 2.0 (France) Attribution: tatoeba.org #267839 (CK) & #2617284 (raggione)
x27547	Städter	CC-BY 2.0 (France) Attribution: tatoeba.org #2077554 (Eldad) & #2077535 (Tamy)
x27548	Singvogel	CC-BY 2.0 (France) Attribution: tatoeba.org #9096828 (sundown) & #8804679 (Melang)
x27549	dreijährig	CC-BY 2.0 (France) Attribution: tatoeba.org #72703 (CK) & #366513 (lilygilder)
x27550	bewässern	CC-BY 2.0 (France) Attribution: tatoeba.org #1079408 (CK) & #1386762 (Pfirsichbaeumchen)
x27551	aufbürden	CC-BY 2.0 (France) Attribution: tatoeba.org #246513 (CM) & #5506188 (Pfirsichbaeumchen)
x27552	düngen	CC-BY 2.0 (France) Attribution: tatoeba.org #2255703 (_undertoad) & #2379746 (Pfirsichbaeumchen)
x27553	Stecknadel	CC-BY 2.0 (France) Attribution: tatoeba.org #2154931 (Hybrid) & #2156665 (Vortarulo)
x27554	aufmunternd	CC-BY 2.0 (France) Attribution: tatoeba.org #10788074 (sundown) & #2574924 (al_ex_an_der)
x27555	Liebesgedicht	CC-BY 2.0 (France) Attribution: tatoeba.org #681749 (Source_VOA) & #758981 (Pfirsichbaeumchen)
x27556	Telefonkonferenz	CC-BY 2.0 (France) Attribution: tatoeba.org #23780 (CK) & #1293643 (Vortarulo)
x27557	beruhigend	CC-BY 2.0 (France) Attribution: tatoeba.org #393824 (blay_paul) & #12387731 (Pfirsichbaeumchen)
x27558	Hochspannung	CC-BY 2.0 (France) Attribution: tatoeba.org #1891407 (CK) & #1893582 (Pfirsichbaeumchen)
x27559	Schweigeminute	CC-BY 2.0 (France) Attribution: tatoeba.org #2335873 (CK) & #11965360 (Naina)
x27560	Jagdgewehr	CC-BY 2.0 (France) Attribution: tatoeba.org #34953 (CK) & #724204 (Esperantostern)
x27561	Promille	CC-BY 2.0 (France) Attribution: tatoeba.org #952860 (CK) & #2690164 (Pfirsichbaeumchen)
