card_id	german	tatoeba_attribution
x20743	wiederkommen	CC-BY 2.0 (France) Attribution: tatoeba.org #7212755 (CK) & #12460172 (Waldelfe)
x20744	bekämpfen	CC-BY 2.0 (France) Attribution: tatoeba.org #307676 (CK) & #1639033 (Esperantostern)
x20745	gegenseitig	CC-BY 2.0 (France) Attribution: tatoeba.org #2523935 (CK) & #2523204 (Zaghawa)
x20746	locken	CC-BY 2.0 (France) Attribution: tatoeba.org #2040233 (halfb1t) & #12892583 (Naina)
x20747	belügen	CC-BY 2.0 (France) Attribution: tatoeba.org #1895786 (CK) & #1907325 (Pfirsichbaeumchen)
x20748	befragen	CC-BY 2.0 (France) Attribution: tatoeba.org #5380445 (CK) & #5383814 (honeygod)
x20749	Klient	CC-BY 2.0 (France) Attribution: tatoeba.org #681899 (Source_VOA) & #755758 (Zaghawa)
x20750	Mantel	CC-BY 2.0 (France) Attribution: tatoeba.org #45365 (CK) & #1938025 (Tamy)
x20751	anlegen	CC-BY 2.0 (France) Attribution: tatoeba.org #320956 (CK) & #701250 (Manfredo)
x20752	bedrohen	CC-BY 2.0 (France) Attribution: tatoeba.org #11936264 (CK) & #12395890 (Pfirsichbaeumchen)
x20753	aufwachsen	CC-BY 2.0 (France) Attribution: tatoeba.org #7734998 (CK) & #13716108 (Waldelfe)
x20754	anhören	CC-BY 2.0 (France) Attribution: tatoeba.org #3048001 (CK) & #8804094 (wolfgangth)
x20755	herrlich	CC-BY 2.0 (France) Attribution: tatoeba.org #36072 (CK) & #1598028 (Pfirsichbaeumchen)
x20756	Affäre	CC-BY 2.0 (France) Attribution: tatoeba.org #1343426 (Chrikaru) & #1842215 (Aldain)
x20757	Dutzend	CC-BY 2.0 (France) Attribution: tatoeba.org #1113266 (CM) & #1133178 (Esperantostern)
x20758	Fingerabdruck	CC-BY 2.0 (France) Attribution: tatoeba.org #4135425 (CK) & #4140740 (Pfirsichbaeumchen)
x20759	Kommando	CC-BY 2.0 (France) Attribution: tatoeba.org #2111487 (CK) & #5480543 (RandomUsername)
x20760	Menschheit	CC-BY 2.0 (France) Attribution: tatoeba.org #1657703 (Spamster) & #1658520 (al_ex_an_der)
x20761	blasen	CC-BY 2.0 (France) Attribution: tatoeba.org #319679 (CM) & #1342725 (al_ex_an_der)
x20762	streng	CC-BY 2.0 (France) Attribution: tatoeba.org #319191 (CK) & #358110 (MUIRIEL)
x20763	kotzen	CC-BY 2.0 (France) Attribution: tatoeba.org #4907368 (DarkHollow) & #10106464 (wolfgangth)
x20764	weisen	CC-BY 2.0 (France) Attribution: tatoeba.org #3328114 (CK) & #3120738 (al_ex_an_der)
x20765	Wut	CC-BY 2.0 (France) Attribution: tatoeba.org #50097 (CM) & #2220320 (Pfirsichbaeumchen)
x20766	reingehen	CC-BY 2.0 (France) Attribution: tatoeba.org #5276172 (CK) & #6625831 (Felixjp)
x20767	Schlange	CC-BY 2.0 (France) Attribution: tatoeba.org #11966172 (sundown) & #10588843 (dirkz)
x20768	Bursche	CC-BY 2.0 (France) Attribution: tatoeba.org #2266029 (_undertoad) & #2322215 (Pfirsichbaeumchen)
x20769	verschaffen	CC-BY 2.0 (France) Attribution: tatoeba.org #1107822 (Scott) & #5312257 (Pfirsichbaeumchen)
x20770	anlügen	CC-BY 2.0 (France) Attribution: tatoeba.org #2276470 (CK) & #5244419 (christian42)
x20771	genial	CC-BY 2.0 (France) Attribution: tatoeba.org #2359406 (CK) & #2447320 (Lars224)
x20772	brüllen	CC-BY 2.0 (France) Attribution: tatoeba.org #25844 (CK) & #1035930 (al_ex_an_der)
x20773	Experiment	CC-BY 2.0 (France) Attribution: tatoeba.org #4712996 (DarkHollow) & #4713176 (bonny37)
x20774	flehen	CC-BY 2.0 (France) Attribution: tatoeba.org #3722326 (CM) & #12071366 (Pfirsichbaeumchen)
x20775	bewundern	CC-BY 2.0 (France) Attribution: tatoeba.org #6902498 (Hybrid) & #11394672 (Pfirsichbaeumchen)
x20776	Mittag	CC-BY 2.0 (France) Attribution: tatoeba.org #323705 (Eldad) & #797663 (MUIRIEL)
x20777	Kommandant	CC-BY 2.0 (France) Attribution: tatoeba.org #681592 (Source_VOA) & #769525 (Zaghawa)
x20778	betreiben	CC-BY 2.0 (France) Attribution: tatoeba.org #36774 (CK) & #13468415 (Naina)
x20779	ausruhen	CC-BY 2.0 (France) Attribution: tatoeba.org #1887450 (CK) & #2151676 (Lars224)
x20780	Dunkelheit	CC-BY 2.0 (France) Attribution: tatoeba.org #28425 (CK) & #2204427 (Pfirsichbaeumchen)
x20781	hiermit	CC-BY 2.0 (France) Attribution: tatoeba.org #1951627 (CK) & #1953719 (Pfirsichbaeumchen)
x20782	fähig	CC-BY 2.0 (France) Attribution: tatoeba.org #803000 (Source_VOA) & #2008143 (Manfredo)
x20783	Mittel	CC-BY 2.0 (France) Attribution: tatoeba.org #26656 (MUIRIEL) & #404877 (MUIRIEL)
x20784	aussprechen	CC-BY 2.0 (France) Attribution: tatoeba.org #387555 (Mouseneb) & #3343263 (raggione)
x20785	Fliege	CC-BY 2.0 (France) Attribution: tatoeba.org #278782 (CK) & #3178835 (Manfredo)
x20786	beschuldigen	CC-BY 2.0 (France) Attribution: tatoeba.org #2796665 (CK) & #469942 (Espi)
x20787	binden	CC-BY 2.0 (France) Attribution: tatoeba.org #6249781 (CK) & #12716532 (Waldelfe)
x20788	Truck	CC-BY 2.0 (France) Attribution: tatoeba.org #933125 (Scott) & #13432888 (Vortarulo)
x20789	dramatisch	CC-BY 2.0 (France) Attribution: tatoeba.org #281115 (CM) & #748670 (samueldora)
x20790	ablenken	CC-BY 2.0 (France) Attribution: tatoeba.org #2007532 (CK) & #5861912 (Pfirsichbaeumchen)
x20791	vorgehen	CC-BY 2.0 (France) Attribution: tatoeba.org #2892545 (CK) & #6641696 (Felixjp)
x20792	Führer	CC-BY 2.0 (France) Attribution: tatoeba.org #680989 (Source_VOA) & #759311 (Pfirsichbaeumchen)
x20793	Brille	CC-BY 2.0 (France) Attribution: tatoeba.org #2481038 (Hybrid) & #2481081 (Pfirsichbaeumchen)
x20794	gestehen	CC-BY 2.0 (France) Attribution: tatoeba.org #9160965 (CK) & #13510732 (Waldelfe)
x20795	bedanken	CC-BY 2.0 (France) Attribution: tatoeba.org #2033202 (CK) & #2759114 (raggione)
x20796	Ewigkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #2984534 (Hybrid) & #2987870 (Pfirsichbaeumchen)
x20797	Krieger	CC-BY 2.0 (France) Attribution: tatoeba.org #410459 (FeuDRenais) & #7796192 (AmeliaLaurens)
x20798	rächen	CC-BY 2.0 (France) Attribution: tatoeba.org #1334794 (Scott) & #3760541 (Jens_Odo)
x20799	zurücklassen	CC-BY 2.0 (France) Attribution: tatoeba.org #9637017 (CK) & #12552842 (Waldelfe)
x20800	verlegen	CC-BY 2.0 (France) Attribution: tatoeba.org #2406289 (CK) & #2444724 (Pfirsichbaeumchen)
x20801	Stärke	CC-BY 2.0 (France) Attribution: tatoeba.org #8587613 (CK) & #8888066 (mramosch)
x20802	auslösen	CC-BY 2.0 (France) Attribution: tatoeba.org #3732231 (CK) & #5792928 (dasbeispielholz)
x20803	vergiften	CC-BY 2.0 (France) Attribution: tatoeba.org #5851497 (CK) & #8056641 (Luiaard)
x20804	vermasseln	CC-BY 2.0 (France) Attribution: tatoeba.org #9194653 (DJ_Saidez) & #9194678 (Pfirsichbaeumchen)
x20805	Mitternacht	CC-BY 2.0 (France) Attribution: tatoeba.org #9045667 (CK) & #9286286 (Pfirsichbaeumchen)
x20806	Klo	CC-BY 2.0 (France) Attribution: tatoeba.org #2304073 (CM) & #8993755 (Pfirsichbaeumchen)
x20807	heftig	CC-BY 2.0 (France) Attribution: tatoeba.org #259909 (CK) & #1642358 (al_ex_an_der)
x20808	Antrag	CC-BY 2.0 (France) Attribution: tatoeba.org #44702 (CM) & #882036 (xtofu80)
x20809	bewachen	CC-BY 2.0 (France) Attribution: tatoeba.org #320133 (CK) & #576288 (cost)
x20810	kontaktieren	CC-BY 2.0 (France) Attribution: tatoeba.org #2544953 (CK) & #2589388 (Pfirsichbaeumchen)
x20811	zurecht	CC-BY 2.0 (France) Attribution: tatoeba.org #41324 (CM) & #1966799 (Tamy)
x20812	Besitz	CC-BY 2.0 (France) Attribution: tatoeba.org #8902218 (CK) & #8904718 (Pfirsichbaeumchen)
x20813	zerbrechen	CC-BY 2.0 (France) Attribution: tatoeba.org #42042 (CK) & #2087514 (Tamy)
x20814	überfallen	CC-BY 2.0 (France) Attribution: tatoeba.org #8439999 (CK) & #8470480 (Luiaard)
x20815	Krone	CC-BY 2.0 (France) Attribution: tatoeba.org #880576 (CM) & #10274864 (Yorwba)
x20816	blond	CC-BY 2.0 (France) Attribution: tatoeba.org #300536 (CM) & #3044099 (Pfirsichbaeumchen)
x20817	ertönen	CC-BY 2.0 (France) Attribution: tatoeba.org #34361 (CK) & #675402 (Pfirsichbaeumchen)
x20818	arrangieren	CC-BY 2.0 (France) Attribution: tatoeba.org #4828592 (Hybrid) & #6175910 (Pfirsichbaeumchen)
x20819	hierbleiben	CC-BY 2.0 (France) Attribution: tatoeba.org #16094 (Swift) & #3507106 (al_ex_an_der)
x20820	knurren	CC-BY 2.0 (France) Attribution: tatoeba.org #7126583 (CM) & #12816235 (Yorwba)
x20821	Behandlung	CC-BY 2.0 (France) Attribution: tatoeba.org #36624 (CM) & #1006022 (Sudajaengi)
x20822	bergen	CC-BY 2.0 (France) Attribution: tatoeba.org #9934302 (CK) & #12402816 (Yorwba)
x20823	heutzutage	CC-BY 2.0 (France) Attribution: tatoeba.org #1039472 (GPHemsley) & #1030308 (Sudajaengi)
x20824	Rakete	CC-BY 2.0 (France) Attribution: tatoeba.org #11132261 (sundown) & #10770616 (Yorwba)
x20825	Kaiser	CC-BY 2.0 (France) Attribution: tatoeba.org #12101363 (CK) & #12615688 (Waldelfe)
x20826	Schädel	CC-BY 2.0 (France) Attribution: tatoeba.org #3423223 (Melina_C) & #3968306 (Pfirsichbaeumchen)
x20827	zurückgeben	CC-BY 2.0 (France) Attribution: tatoeba.org #7736703 (CK) & #12648779 (Waldelfe)
x20828	nieder	CC-BY 2.0 (France) Attribution: tatoeba.org #4198378 (CK) & #661365 (Esperantostern)
x20829	Staatsanwalt	CC-BY 2.0 (France) Attribution: tatoeba.org #1954708 (CK) & #1967524 (Pfirsichbaeumchen)
x20830	beherrschen	CC-BY 2.0 (France) Attribution: tatoeba.org #2265855 (_undertoad) & #2322506 (Pfirsichbaeumchen)
x20831	Seil	CC-BY 2.0 (France) Attribution: tatoeba.org #29441 (CK) & #1832982 (Zaghawa)
x20832	verlaufen	CC-BY 2.0 (France) Attribution: tatoeba.org #255821 (CK) & #494817 (MUIRIEL)
x20833	momentan	CC-BY 2.0 (France) Attribution: tatoeba.org #7962428 (shekitten) & #8244971 (MisterTrouser)
x20834	Indianer	CC-BY 2.0 (France) Attribution: tatoeba.org #805400 (Source_VOA) & #869225 (Pfirsichbaeumchen)
x20835	Vision	CC-BY 2.0 (France) Attribution: tatoeba.org #1841765 (Spamster) & #1846624 (Pfirsichbaeumchen)
x20836	losgehen	CC-BY 2.0 (France) Attribution: tatoeba.org #1874653 (CM) & #2796468 (Pfirsichbaeumchen)
x20837	Identität	CC-BY 2.0 (France) Attribution: tatoeba.org #44416 (CK) & #1895475 (Tamy)
x20838	April	CC-BY 2.0 (France) Attribution: tatoeba.org #72588 (Eldad) & #396848 (MikeMolto)
x20839	attraktiv	CC-BY 2.0 (France) Attribution: tatoeba.org #30357 (CK) & #2981342 (pne)
x20840	ergreifen	CC-BY 2.0 (France) Attribution: tatoeba.org #800269 (CM) & #3359874 (Pfirsichbaeumchen)
x20841	Verfügung	CC-BY 2.0 (France) Attribution: tatoeba.org #251074 (CK) & #1819929 (Tamy)
x20842	einziehen	CC-BY 2.0 (France) Attribution: tatoeba.org #2241606 (CK) & #3781066 (raggione)
x20843	Chip	CC-BY 2.0 (France) Attribution: tatoeba.org #4356514 (CK) & #4356770 (krtz)
x20844	weglaufen	CC-BY 2.0 (France) Attribution: tatoeba.org #5633144 (CK) & #5633373 (brauchinet)
x20845	lebend	CC-BY 2.0 (France) Attribution: tatoeba.org #282061 (CM) & #1590474 (Sudajaengi)
x20846	Fluch	CC-BY 2.0 (France) Attribution: tatoeba.org #1449619 (CK) & #2137277 (Vortarulo)
x20847	Anklage	CC-BY 2.0 (France) Attribution: tatoeba.org #5733725 (CM) & #12387559 (Pfirsichbaeumchen)
x20848	Tour	CC-BY 2.0 (France) Attribution: tatoeba.org #50502 (CK) & #1892524 (Tamy)
x20849	West	CC-BY 2.0 (France) Attribution: tatoeba.org #682002 (Source_VOA) & #752918 (al_ex_an_der)
x20850	Albtraum	CC-BY 2.0 (France) Attribution: tatoeba.org #28526 (CK) & #1796423 (Tamy)
x20851	Fett	CC-BY 2.0 (France) Attribution: tatoeba.org #3223321 (Hybrid) & #7041289 (Pfirsichbaeumchen)
x20852	zeichnen	CC-BY 2.0 (France) Attribution: tatoeba.org #401960 (FeuDRenais) & #2223634 (Vortarulo)
x20853	äußerst	CC-BY 2.0 (France) Attribution: tatoeba.org #10996893 (GiggyMantis) & #12402353 (Yorwba)
x20854	Verstärkung	CC-BY 2.0 (France) Attribution: tatoeba.org #12285480 (CK) & #12572517 (Waldelfe)
x20855	täglich	CC-BY 2.0 (France) Attribution: tatoeba.org #7069180 (Hybrid) & #10344893 (Pfirsichbaeumchen)
x20856	versorgen	CC-BY 2.0 (France) Attribution: tatoeba.org #259318 (CK) & #969353 (Manfredo)
x20857	Jagd	CC-BY 2.0 (France) Attribution: tatoeba.org #2240774 (CK) & #3084256 (Pfirsichbaeumchen)
x20858	national	CC-BY 2.0 (France) Attribution: tatoeba.org #51884 (CK) & #341675 (MUIRIEL)
x20859	Osten	CC-BY 2.0 (France) Attribution: tatoeba.org #7770291 (sharris123) & #7459354 (Pfirsichbaeumchen)
x20860	Revier	CC-BY 2.0 (France) Attribution: tatoeba.org #7446390 (Hybrid) & #7831191 (Pfirsichbaeumchen)
x20861	Sarg	CC-BY 2.0 (France) Attribution: tatoeba.org #9359669 (DJ_Saidez) & #12432644 (Yorwba)
x20862	sicherlich	CC-BY 2.0 (France) Attribution: tatoeba.org #2542345 (CK) & #13457425 (Waldelfe)
x20863	lehnen	CC-BY 2.0 (France) Attribution: tatoeba.org #10637088 (sundown) & #371757 (MUIRIEL)
x20864	gestatten	CC-BY 2.0 (France) Attribution: tatoeba.org #433651 (CK) & #787502 (Hans_Adler)
x20865	magisch	CC-BY 2.0 (France) Attribution: tatoeba.org #2679027 (Hybrid) & #2682504 (Pfirsichbaeumchen)
x20866	Probe	CC-BY 2.0 (France) Attribution: tatoeba.org #7492892 (CK) & #10566693 (Yorwba)
x20867	Lektion	CC-BY 2.0 (France) Attribution: tatoeba.org #2431189 (marcelostockle) & #2431191 (al_ex_an_der)
x20868	ausführen	CC-BY 2.0 (France) Attribution: tatoeba.org #1315291 (CK) & #2997792 (Manfredo)
x20869	beschweren	CC-BY 2.0 (France) Attribution: tatoeba.org #5184770 (CK) & #10027947 (wolfgangth)
x20870	Bedrohung	CC-BY 2.0 (France) Attribution: tatoeba.org #2549037 (CK) & #8884599 (ofalto)
x20871	brutal	CC-BY 2.0 (France) Attribution: tatoeba.org #916050 (CK) & #1696220 (Pfirsichbaeumchen)
x20872	gnädig	CC-BY 2.0 (France) Attribution: tatoeba.org #24761 (CK) & #877080 (Espi)
x20873	Training	CC-BY 2.0 (France) Attribution: tatoeba.org #26557 (CK) & #818975 (Zaghawa)
x20874	Dummkopf	CC-BY 2.0 (France) Attribution: tatoeba.org #12182378 (CK) & #12596454 (Waldelfe)
x20875	Klamotte	CC-BY 2.0 (France) Attribution: tatoeba.org #2910985 (astyng) & #12092113 (Naina)
x20876	durchgehen	CC-BY 2.0 (France) Attribution: tatoeba.org #310119 (CK) & #3434065 (Pfirsichbaeumchen)
x20877	Besitzer	CC-BY 2.0 (France) Attribution: tatoeba.org #12239882 (CK) & #12698480 (Waldelfe)
x20878	betragen	CC-BY 2.0 (France) Attribution: tatoeba.org #741535 (darinmex) & #797389 (Esperantostern)
x20879	drum	CC-BY 2.0 (France) Attribution: tatoeba.org #2077751 (Spamster) & #2077776 (Pfirsichbaeumchen)
x20880	mal	CC-BY 2.0 (France) Attribution: tatoeba.org #33273 (CK) & #1857052 (Tamy)
x20881	nun	CC-BY 2.0 (France) Attribution: tatoeba.org #3122418 (CK) & #3650800 (Esperantostern)
x20882	Gott	CC-BY 2.0 (France) Attribution: tatoeba.org #269673 (CM) & #361142 (Kerstin)
x20883	wohl	CC-BY 2.0 (France) Attribution: tatoeba.org #7517655 (CK) & #12391841 (Pfirsichbaeumchen)
x20884	Liebe	CC-BY 2.0 (France) Attribution: tatoeba.org #2674764 (carlosalberto) & #5445582 (Pfirsichbaeumchen)
x20885	ob	CC-BY 2.0 (France) Attribution: tatoeba.org #2270619 (_undertoad) & #2273476 (Pfirsichbaeumchen)
x20886	her	CC-BY 2.0 (France) Attribution: tatoeba.org #2315205 (CK) & #4070305 (Pfirsichbaeumchen)
x20887	gar	CC-BY 2.0 (France) Attribution: tatoeba.org #5850447 (CK) & #13281231 (Waldelfe)
x20888	recht	CC-BY 2.0 (France) Attribution: tatoeba.org #5738463 (CM) & #12026761 (Pfirsichbaeumchen)
x20889	dafür	CC-BY 2.0 (France) Attribution: tatoeba.org #10927926 (shekitten) & #10927936 (Pfirsichbaeumchen)
x20890	stimmen	CC-BY 2.0 (France) Attribution: tatoeba.org #1948395 (linguine) & #1948451 (Pfirsichbaeumchen)
x20891	fühlen	CC-BY 2.0 (France) Attribution: tatoeba.org #2026556 (CK) & #12910187 (Waldelfe)
x20892	rein	CC-BY 2.0 (France) Attribution: tatoeba.org #39003 (Swift) & #12540868 (mayabe)
x20893	Musik	CC-BY 2.0 (France) Attribution: tatoeba.org #8282391 (CK) & #11479507 (mayabe)
x20894	bevor	CC-BY 2.0 (France) Attribution: tatoeba.org #2641795 (CK) & #2793488 (Pfirsichbaeumchen)
x20895	Fall	CC-BY 2.0 (France) Attribution: tatoeba.org #11129445 (CK) & #12513110 (Waldelfe)
x20896	verschwinden	CC-BY 2.0 (France) Attribution: tatoeba.org #2264336 (sharptoothed) & #11877779 (Naina)
x20897	einzig	CC-BY 2.0 (France) Attribution: tatoeba.org #10463380 (CK) & #12663426 (Waldelfe)
x20898	ziehen	CC-BY 2.0 (France) Attribution: tatoeba.org #3395540 (CK) & #3407585 (Pfirsichbaeumchen)
x20899	sorgen	CC-BY 2.0 (France) Attribution: tatoeba.org #480109 (adjusting) & #12460789 (mayabe)
x20900	retten	CC-BY 2.0 (France) Attribution: tatoeba.org #3096375 (CK) & #3201520 (Trebalor)
x20901	Tod	CC-BY 2.0 (France) Attribution: tatoeba.org #1898186 (CK) & #1902371 (Pfirsichbaeumchen)
x20902	führen	CC-BY 2.0 (France) Attribution: tatoeba.org #33867 (Dejo) & #369898 (kriskelvin)
x20903	verlassen	CC-BY 2.0 (France) Attribution: tatoeba.org #889772 (CK) & #1601886 (Pfirsichbaeumchen)
x20904	versprechen	CC-BY 2.0 (France) Attribution: tatoeba.org #5201512 (Hybrid) & #6212924 (Pfirsichbaeumchen)
x20905	Grund	CC-BY 2.0 (France) Attribution: tatoeba.org #283095 (CM) & #12400277 (Pfirsichbaeumchen)
x20906	drin	CC-BY 2.0 (France) Attribution: tatoeba.org #4641714 (Hybrid) & #4683426 (Pfirsichbaeumchen)
x20907	ziemlich	CC-BY 2.0 (France) Attribution: tatoeba.org #8257619 (CK) & #12593021 (Waldelfe)
x20908	schlagen	CC-BY 2.0 (France) Attribution: tatoeba.org #690919 (ulyssemc1) & #693835 (Esperantostern)
x20909	reichen	CC-BY 2.0 (France) Attribution: tatoeba.org #316404 (CK) & #5692584 (Pfirsichbaeumchen)
x20910	je	CC-BY 2.0 (France) Attribution: tatoeba.org #9193111 (DJ_Saidez) & #12485730 (Waldelfe)
x20911	überhaupt	CC-BY 2.0 (France) Attribution: tatoeba.org #8980463 (CK) & #4847245 (Zaghawa)
x20912	stecken	CC-BY 2.0 (France) Attribution: tatoeba.org #3505161 (CK) & #3506104 (Pfirsichbaeumchen)
x20913	klingen	CC-BY 2.0 (France) Attribution: tatoeba.org #3305912 (Hybrid) & #6982438 (Pfirsichbaeumchen)
x20914	Ruhe	CC-BY 2.0 (France) Attribution: tatoeba.org #3241552 (CK) & #3243417 (Pfirsichbaeumchen)
x20915	etwa	CC-BY 2.0 (France) Attribution: tatoeba.org #257454 (CK) & #12016157 (Pfirsichbaeumchen)
x20916	Chance	CC-BY 2.0 (France) Attribution: tatoeba.org #2387109 (CK) & #3386103 (Pfirsichbaeumchen)
x20917	Wahrheit	CC-BY 2.0 (France) Attribution: tatoeba.org #5805845 (CK) & #5805870 (Pfirsichbaeumchen)
x20918	Spaß	CC-BY 2.0 (France) Attribution: tatoeba.org #324524 (CK) & #774965 (Esperantostern)
x20919	schauen	CC-BY 2.0 (France) Attribution: tatoeba.org #34030 (CK) & #1890096 (Tamy)
x20920	eben	CC-BY 2.0 (France) Attribution: tatoeba.org #255019 (CK) & #2375664 (Zaghawa)
x20921	vertrauen	CC-BY 2.0 (France) Attribution: tatoeba.org #11630203 (CK) & #12650581 (Waldelfe)
x20922	Krieg	CC-BY 2.0 (France) Attribution: tatoeba.org #2314018 (Gulliver) & #13251815 (Waldelfe)
x20923	Gefühl	CC-BY 2.0 (France) Attribution: tatoeba.org #3350170 (Hybrid) & #3351652 (Pfirsichbaeumchen)
x20924	fangen	CC-BY 2.0 (France) Attribution: tatoeba.org #1976411 (CK) & #1712457 (Pfirsichbaeumchen)
x20925	funktionieren	CC-BY 2.0 (France) Attribution: tatoeba.org #242944 (CK) & #757437 (Esperantostern)
x20926	geschehen	CC-BY 2.0 (France) Attribution: tatoeba.org #3133049 (CK) & #6783981 (Pfirsichbaeumchen)
x20927	bloß	CC-BY 2.0 (France) Attribution: tatoeba.org #2033774 (CK) & #12108858 (Naina)
x20928	schießen	CC-BY 2.0 (France) Attribution: tatoeba.org #1860428 (CK) & #4488053 (Pfirsichbaeumchen)
x20929	folgen	CC-BY 2.0 (France) Attribution: tatoeba.org #255217 (CK) & #830648 (Esperantostern)
x20930	Sorge	CC-BY 2.0 (France) Attribution: tatoeba.org #1852836 (CK) & #1853948 (Pfirsichbaeumchen)
x20931	Blut	CC-BY 2.0 (France) Attribution: tatoeba.org #1419007 (Spamster) & #1419013 (Pfirsichbaeumchen)
x20932	kämpfen	CC-BY 2.0 (France) Attribution: tatoeba.org #2275828 (CK) & #2511621 (Zaghawa)
x20933	kaum	CC-BY 2.0 (France) Attribution: tatoeba.org #2223747 (CK) & #3744137 (Esperantostern)
x20934	sondern	CC-BY 2.0 (France) Attribution: tatoeba.org #283054 (CM) & #1812464 (pne)
x20935	werfen	CC-BY 2.0 (France) Attribution: tatoeba.org #456113 (lukaszpp) & #1107226 (Haehnchenpaella)
x20936	brechen	CC-BY 2.0 (France) Attribution: tatoeba.org #1419610 (CK) & #1811223 (Pfirsichbaeumchen)
x20937	König	CC-BY 2.0 (France) Attribution: tatoeba.org #292954 (CK) & #2980436 (pne)
x20938	hierher	CC-BY 2.0 (France) Attribution: tatoeba.org #5850523 (CK) & #8651998 (Melang)
x20939	bewegen	CC-BY 2.0 (France) Attribution: tatoeba.org #1503047 (CK) & #1691578 (Pfirsichbaeumchen)
x20940	bereits	CC-BY 2.0 (France) Attribution: tatoeba.org #2540548 (CK) & #5823493 (dasbeispielholz)
x20941	behalten	CC-BY 2.0 (France) Attribution: tatoeba.org #495379 (adjusting) & #6777349 (raggione)
x20942	erkennen	CC-BY 2.0 (France) Attribution: tatoeba.org #1159312 (emmettricks) & #1856807 (Tamy)
x20943	zerstören	CC-BY 2.0 (France) Attribution: tatoeba.org #1030659 (Batko) & #1031158 (MUIRIEL)
x20944	deswegen	CC-BY 2.0 (France) Attribution: tatoeba.org #41425 (Swift) & #1981452 (Tamy)
x20945	völlig	CC-BY 2.0 (France) Attribution: tatoeba.org #2285962 (unrelatedwaffle) & #12910947 (Waldelfe)
x20946	herausfinden	CC-BY 2.0 (France) Attribution: tatoeba.org #3826612 (CK) & #3890141 (Tamy)
x20947	Luft	CC-BY 2.0 (France) Attribution: tatoeba.org #18249 (CK) & #1694721 (Pfirsichbaeumchen)
x20948	zwar	CC-BY 2.0 (France) Attribution: tatoeba.org #6622798 (CarpeLanam) & #6624258 (Pfirsichbaeumchen)
x20949	drehen	CC-BY 2.0 (France) Attribution: tatoeba.org #251872 (CK) & #12443739 (mayabe)
x20950	Onkel	CC-BY 2.0 (France) Attribution: tatoeba.org #63263 (CK) & #823379 (al_ex_an_der)
x20951	stehlen	CC-BY 2.0 (France) Attribution: tatoeba.org #12109745 (CK) & #12109750 (Pfirsichbaeumchen)
x20952	Sinn	CC-BY 2.0 (France) Attribution: tatoeba.org #2259118 (_undertoad) & #2357707 (Pfirsichbaeumchen)
x20953	treten	CC-BY 2.0 (France) Attribution: tatoeba.org #56394 (CK) & #784105 (al_ex_an_der)
x20954	Wahl	CC-BY 2.0 (France) Attribution: tatoeba.org #45657 (CK) & #1960842 (Tamy)
x20955	nachdem	CC-BY 2.0 (France) Attribution: tatoeba.org #314051 (CK) & #675023 (kroko)
x20956	Beweis	CC-BY 2.0 (France) Attribution: tatoeba.org #2288215 (CK) & #2968878 (al_ex_an_der)
x20957	genauso	CC-BY 2.0 (France) Attribution: tatoeba.org #6113649 (CK) & #12284893 (Pfirsichbaeumchen)
x20958	gucken	CC-BY 2.0 (France) Attribution: tatoeba.org #8473008 (CK) & #12651425 (Waldelfe)
x20959	Himmel	CC-BY 2.0 (France) Attribution: tatoeba.org #3286750 (Abcormal) & #1216410 (PeterR)
x20960	beruhigen	CC-BY 2.0 (France) Attribution: tatoeba.org #2288980 (CK) & #3851147 (Pfirsichbaeumchen)
x20961	eher	CC-BY 2.0 (France) Attribution: tatoeba.org #9786356 (CK) & #12405511 (Waldelfe)
x20962	nachdenken	CC-BY 2.0 (France) Attribution: tatoeba.org #9746732 (CK) & #12743004 (Waldelfe)
x20963	Gefängnis	CC-BY 2.0 (France) Attribution: tatoeba.org #282740 (kebukebu) & #437592 (MUIRIEL)
x20964	Opfer	CC-BY 2.0 (France) Attribution: tatoeba.org #3723146 (CM) & #13457430 (Waldelfe)
x20965	melden	CC-BY 2.0 (France) Attribution: tatoeba.org #265028 (CK) & #2705329 (Pfirsichbaeumchen)
x20966	Gedanke	CC-BY 2.0 (France) Attribution: tatoeba.org #3314220 (Hybrid) & #3316050 (Pfirsichbaeumchen)
x20967	regeln	CC-BY 2.0 (France) Attribution: tatoeba.org #2267929 (_undertoad) & #2291691 (Pfirsichbaeumchen)
x20968	verbringen	CC-BY 2.0 (France) Attribution: tatoeba.org #6909829 (CK) & #11736919 (Pfirsichbaeumchen)
x20969	beweisen	CC-BY 2.0 (France) Attribution: tatoeba.org #11269093 (ddnktr) & #11270174 (Pfirsichbaeumchen)
x20970	verzeihen	CC-BY 2.0 (France) Attribution: tatoeba.org #260521 (CK) & #1825967 (Tamy)
x20971	Stimme	CC-BY 2.0 (France) Attribution: tatoeba.org #8957657 (sundown) & #605568 (virgil)
x20972	still	CC-BY 2.0 (France) Attribution: tatoeba.org #3329417 (Hybrid) & #8787927 (Pfirsichbaeumchen)
x20973	derselbe	CC-BY 2.0 (France) Attribution: tatoeba.org #10579835 (sundown) & #9363368 (Pfirsichbaeumchen)
x20974	steigen	CC-BY 2.0 (France) Attribution: tatoeba.org #241236 (CK) & #1681264 (al_ex_an_der)
